# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.663E-07,123.3739732216,146.0872616513,133.8005656013,140.8268463462,124.8118056192,121.3613826581,138.7600660118,120.6740705343,119.745220128,109.5367665311,166.0049288777,137.164958311,106.9931530785,132.2213817349,93.8352985574,140.996726913,126.4960310228,161.0861892607,133.7439442501,95.3100174593,105.743745523,123.1008517064,129.3917595461,144.3127292537,109.2520172259,118.3544870317,100.8788510806,136.7924664264,173.4509538166,142.7653956823
6.664E-07,123.3765762656,160.3357811837,134.0788535069,129.9892459965,123.7282192094,132.6844690521,130.0578772702,127.9025650581,102.0318331333,112.4245792749,163.2134433902,142.8564889001,123.3288038673,135.9735960589,108.6428601132,144.5131335481,123.2740614662,166.8456584318,145.8133256691,104.4447488756,107.1205606186,129.1714304808,134.5670384648,138.4920465999,104.2526299503,122.8272076235,106.8217696593,143.3437963487,189.5404005128,142.9054400803
6.665E-07,133.3473929723,146.4883602701,131.0961721119,138.9113516131,129.249828985,122.1810420459,127.9731752002,124.1494341832,107.3326836324,93.3079404545,164.9077954143,140.202905712,111.3500536611,134.712085019,108.2058048547,126.8246802993,133.4543690162,157.0319028453,144.3871661272,99.9581005851,113.4832187705,122.3642406759,128.769059415,136.5815145487,95.9424716799,115.3179801482,102.4788918409,129.1149907208,178.1160768144,137.3321698218
6.666E-07,138.6900816366,151.4168275202,118.9791786352,132.4645433856,132.7025684693,117.3912495003,134.2712009446,125.5271153151,107.608524708,101.445505851,170.3404181717,146.5031045426,124.5924701696,129.984404624,108.8238369322,127.6398265701,131.5657038896,153.8455615889,132.4338459062,108.3539278157,122.2034722416,122.2620692008,127.4168358408,134.9848277403,105.5764100028,109.3757062468,102.3397610944,140.8933270392,174.0476909192,151.0705458717
6.667E-07,125.6289505044,161.3937911576,136.1682007198,137.9059205203,121.9620662703,111.2585798024,133.7860560974,119.0834289365,108.797317802,102.3897699332,175.7818214222,146.5932691301,116.4498991294,127.6023528414,97.7423418998,137.4113333145,120.999248721,152.4853665418,140.1800397031,100.5551213739,109.049513344,121.3546548321,125.0075875848,134.657402762,100.4601591305,103.7060679638,100.2634788922,127.1830675452,174.1675850406,150.7343513956
6.668E-07,130.3983707667,145.1754030712,131.4947836059,141.4000230765,127.0636252153,118.6560469942,144.839203041,121.8348180891,121.7249638427,94.1540465981,164.132444908,145.836628333,120.5771901096,141.8320047123,96.1038260771,127.1180506563,124.2100567975,151.9046307176,131.5454712588,90.5294938491,115.302535033,132.4782809225,128.6945027257,132.9246906903,105.650993924,113.029932079,105.165918218,130.7348047119,170.175533481,150.308270162
6.669E-07,141.0066373859,150.092510433,122.4782252036,139.9194112579,123.2124425371,117.8437873023,134.1996365032,130.7825692844,105.9959430825,111.0472783272,164.9353608162,136.5966345469,116.8433341125,136.1053918697,106.5676447117,135.1705179785,126.7606537335,166.2342818233,140.314697886,98.0600568906,115.1494866598,126.670153925,123.7960615306,133.496854767,103.7551712807,110.0113327871,106.9068764965,134.5489810353,184.0713662393,147.3228496914
0.000000667,132.348594012,150.7877617672,124.4137142681,137.048011447,125.4092560605,127.9077096271,132.0903884576,117.4946323872,119.3798551266,102.3484608182,167.552479844,136.5354267856,129.2353413577,131.6984285678,97.1263752256,145.3721863326,121.2412016376,156.5822691693,132.8639081075,102.8226150654,124.7115142153,121.1833305635,144.3517293018,150.2088998832,106.601622152,110.2332764381,117.8239158859,130.2330613813,179.4653898692,151.7534019515
6.671E-07,118.2769719283,151.5947142794,133.7592732252,143.1807000057,128.1788490991,115.1156304931,132.4459621783,130.5854519471,123.623147149,108.2591335037,162.005900872,141.0019788143,132.1633229337,133.128721086,98.0011450533,131.8963261419,134.8072571099,163.6531003595,130.7569434092,102.8637709863,110.4714633321,125.4008779996,128.1705169847,138.1857730899,108.7180867174,109.452448032,114.5614420148,138.2429810809,179.8124919036,148.8731688372
6.672E-07,125.3629709213,148.4152890908,127.9636931624,132.5080751692,129.3688916558,109.344587335,118.5500694812,116.1256823526,104.0960681022,99.5674861253,169.4391679738,132.1932131479,119.8270902805,131.0552354726,95.3665907765,136.0122103733,117.7007287574,148.1022766432,146.4646422204,103.5326588092,114.0978343482,123.0245946272,122.7770741461,144.1084533755,110.4933366171,107.7245979835,98.2698511402,125.3956408337,177.1221931097,146.5128877836
6.673E-07,129.2708694422,146.0256825005,125.0988995564,138.3302686815,128.2622900025,117.5626427595,130.4248106224,119.4178530079,111.014258376,98.852621076,168.5952733497,141.2924995034,116.3165904215,147.1656137275,107.1665986147,136.1739463764,127.2960830764,158.1034084333,130.4531026332,95.3649191278,118.0681589437,119.5813241807,125.0123164203,139.8218198864,87.470730313,110.2260121558,118.4981885089,128.9045401405,170.2763093938,150.9941617606
6.674E-07,130.2346360618,138.2112796436,135.3612507103,135.8844355553,122.4980821497,127.6959258747,147.6766522456,120.3308927264,111.5905795041,97.9066823978,163.0652714934,150.1343593672,114.764633739,134.0708807638,104.586901981,131.1497539837,117.3451234264,156.7142293773,128.8349769975,99.8208390795,113.6696467327,123.9619601297,124.5480429786,139.2416656947,104.8110902598,112.6248785025,104.2749543777,133.9888281745,175.329764729,141.3630976599
6.675E-07,128.6101525284,148.8828264703,125.3234776694,136.8810109039,111.9347000659,122.1024305605,135.0887268295,129.0754087337,127.4483120178,103.5177835142,165.5370803215,133.5618723918,110.944128019,133.2218107317,100.5320960434,133.0797559824,108.8516173798,155.8123924807,144.4842768581,91.0121944295,115.675605026,125.1526875593,123.4184626815,150.1074538009,108.7545449872,118.0515310569,112.8636640342,135.3446973161,173.3460207161,144.7908982451
6.676E-07,127.86065107,150.438747411,122.3319545733,129.8962227701,127.5472451494,124.5937724003,138.44282705,114.6086395689,112.5092909349,89.5112627857,162.7500771126,148.2418803758,112.971642552,140.8685654223,102.8559077927,138.0210802567,127.548509261,153.3537806181,128.627943943,102.8502760421,118.8245367448,120.861808498,116.4242897019,144.6063571771,108.8142348773,115.5939721417,116.9466340961,130.7219035927,178.8080120035,144.493539038
6.677E-07,119.533008791,151.5313113545,123.5924750016,144.0880829591,131.9969553608,118.5671643236,125.2379057188,120.5783833141,109.7639619512,102.605279907,159.9932647313,142.3396850053,127.4716295602,135.0590738823,109.4855866681,136.2162689316,127.8267159584,156.4415846204,132.2081349743,97.4827722165,108.8437247156,128.6327720097,122.7680241341,137.8565506898,101.1597387048,100.7902139789,110.2356890262,131.2234044026,171.5897826916,158.7994686435
6.678E-07,126.3255277729,154.6928804021,128.0659065768,135.4838155883,134.4948813102,120.1028638973,126.7294078877,120.0690996997,108.3838126158,100.7208604682,166.1449547476,133.0720966423,137.4200794359,156.7360031667,103.1025820222,135.4634963968,120.220176853,153.4949882725,132.3433655849,106.3796840733,121.2343312362,125.5816512665,125.0800904333,147.0846535335,96.5214982143,103.6517598149,113.927289458,128.2987456866,175.5200096615,155.502593688
6.679E-07,128.3193334968,152.5354534415,136.3574387673,145.9842016585,127.3888668149,124.9888318904,131.2129856712,117.3454349334,102.1708425658,93.8154033367,159.8727418451,140.7505726876,130.3128856025,142.3856673236,104.4094729604,137.0389955537,111.6481815624,151.6091652929,145.8083666409,94.3530272273,106.3959282552,130.2351554505,121.6616124317,146.3371343897,106.2841594711,109.348491228,95.1880233727,136.944027524,179.1764681921,144.9169904737
0.000000668,121.9016578468,143.887803542,126.0146408758,142.6436107883,120.5735421963,120.8025722744,126.7918345845,127.0128940877,106.175597787,104.8817618713,167.4305598503,146.2251117635,120.2862769967,125.3999384797,89.4216784157,127.7231297492,124.3783683212,160.7622768194,141.8640489516,94.5945420669,125.4377859405,115.6458321827,115.7359830098,139.2271998651,101.2943165535,104.9095320741,104.6714846606,138.4935056597,165.3729853663,134.4919037849
6.681E-07,126.0532351859,138.8867960379,136.2171928323,146.2014289849,122.1102564424,128.2777981272,135.6383435386,124.5929887629,120.3338162153,104.9476641327,167.0086184698,133.7638977123,115.5224685233,139.548591054,106.4845325456,128.6620432503,126.9763662523,155.4363082264,134.0943432197,95.428507463,114.8132553385,129.4521699512,115.8809720791,129.9238474846,103.5671217616,101.3706439167,118.3942062018,140.9491822253,169.7758402299,153.5910951653
6.682E-07,126.7157174645,149.0813148131,127.0912827043,143.8654980172,120.7253812876,117.7267038592,130.5743067093,114.5753435505,115.4504922071,101.1170569355,169.8068446088,133.7893614412,120.6983485115,135.7888386367,103.3142589534,135.9249269339,127.9293783105,163.8916863714,131.2633378992,105.368579987,125.5701667549,124.6394447591,127.6493812286,136.629682703,95.2545158225,103.7969833861,109.101674037,131.6183038814,178.7524669407,138.8257836268
6.683E-07,125.8617545366,149.6685125148,111.1707909978,140.6079259457,120.6244048134,119.4067283175,139.124380837,120.4801689558,111.1235525858,94.8632721173,164.7297254966,140.1595392581,122.9878127951,139.1679147029,95.5068746005,142.1367158822,124.7758188802,155.1115929263,129.8833981488,102.9591010756,115.563264958,124.8466380008,122.9973203433,135.1033166485,98.354468767,116.0268942896,108.8076377143,141.7281086339,173.9133409441,143.0384422051
6.684E-07,124.6588044554,153.9531415624,123.0966231536,129.8508600812,120.9562690026,117.0899374467,133.1434552043,111.1124231212,113.4624815202,112.7408674621,165.8158491694,140.8882108617,130.9157093362,132.3379237645,105.744836213,135.0340239383,135.6258500548,159.1976076428,136.3052407264,108.4277587574,116.449447998,133.0126461314,122.9437084424,136.9287956239,106.0837507815,115.2407507768,102.2245571711,132.2028066617,176.7303943292,159.8563761074
6.685E-07,127.9734472485,158.5363185709,130.7402402942,142.4184489823,128.6254803239,117.5582164075,144.1724307103,131.0674851353,120.2285510752,101.4730334958,163.6839175648,140.485387126,118.4089371726,133.8595924629,98.6855182529,128.5083539401,123.7092862599,150.7015739453,140.3593930583,101.0523441813,116.0579794039,124.8534075838,113.736307131,140.9508958797,106.4316682993,115.2024952484,117.8228790591,126.4181531308,174.3861448942,145.8754814005
6.686E-07,123.2693905726,149.7286724596,126.0103548269,135.9942424416,123.3374325466,121.7732511922,140.53767443,121.5584148551,106.3467514308,107.7828412898,165.5379670181,142.623759457,131.1517400867,133.1201480003,103.8579364144,122.6915054451,113.8806229977,161.2733303016,132.565885932,106.4608206279,115.0206513699,124.0047104343,113.7107657598,131.8351464063,107.8596032218,115.6673946812,114.4506231975,126.3646205824,177.2152731747,148.0098887934
6.687E-07,126.4423080936,148.6045858351,130.6779032933,141.9454965908,119.5257765083,122.6744781866,138.7786490113,130.0565140583,108.6509797005,104.0642274114,160.5317937938,134.4393869027,121.9709084765,127.8229233382,105.1342228192,129.3171077655,128.7554144304,155.9827458955,122.4276058306,94.9959169625,109.4866424699,128.2592878821,103.7993662749,140.512445649,100.4662079198,116.6118239648,107.8355787568,125.5496057885,180.7497650768,139.6420626706
6.688E-07,137.4458006366,149.0795280977,127.7965199428,140.6035983765,129.8527172647,124.5402700048,128.9787905787,123.5899051209,107.3668203651,99.5257579534,151.3799629956,148.0237211831,132.8634835818,141.4629878642,99.610156982,132.4544210543,124.8887901624,153.422439264,131.5858663837,103.1506897262,111.2161426971,130.8911752803,114.7594497885,138.017172589,112.4299055536,114.2794587027,105.7367718383,125.8353931163,186.8574047048,151.3975390633
6.689E-07,124.6545215294,157.6615654303,118.4125730699,136.1997261103,137.068654776,119.6407922871,134.9509906771,114.7980636012,113.9130010508,99.5842078532,151.5168752926,145.3702964003,113.5481368107,129.2140810967,93.6606313392,127.3187043246,125.9972857156,159.2228324442,143.7835737423,97.1547455664,116.1686788958,130.3744117408,113.2631293745,148.1380816772,94.5177316288,110.3315329145,114.1850618917,129.4626753194,174.2007909321,150.4545918574
0.000000669,129.4869162071,149.9468419149,129.0419365703,151.8320169833,118.2223313504,131.1040207224,130.3429975683,124.9284469527,112.5189801317,101.1873407934,158.8175778383,142.5711687091,126.2722214658,130.4000928707,94.8569994951,133.171447006,120.1565360989,168.1851228762,134.6761334627,103.8509836158,122.4500038557,114.4794417287,110.1918937935,134.3107162629,97.9867711653,110.4957946571,118.99603518,132.7845568213,178.9576454114,159.4202890084
6.691E-07,122.9430522168,149.8407749006,128.8142779931,137.9867907888,127.0171266989,117.923244307,133.1308337548,118.741659447,112.5134016843,93.4535083321,167.1662051103,133.8136168273,115.8570167232,130.2618847953,97.6941438914,150.4447147771,123.6797474507,159.9816899273,143.8026914573,98.5774743124,106.5631899751,130.3253542697,120.3235208976,140.3615278836,105.8184083682,106.2632451769,106.271056498,129.3918698767,174.8726431787,142.8676693576
6.692E-07,131.7658731294,147.035289221,124.5070655218,142.8605791101,124.4084047896,127.7904300266,124.7170399964,129.2342295771,110.7140819969,102.9732219939,175.101862609,135.2669904365,124.5076808006,140.3856562916,98.2265295467,138.8060513334,119.8956448164,150.819808051,143.5920337495,103.6688969571,112.6215412317,121.0375242675,118.1893125026,143.3742144062,101.7104999244,124.2283534159,103.2697885014,137.6940181808,178.4267926291,142.4743342052
6.693E-07,128.4678733258,139.6027403213,137.5683363813,138.2473322358,117.7312085453,119.7792583172,129.5610409171,116.6764014846,111.1174838694,104.5283226372,156.4473872317,143.141932488,120.9658579625,135.234402675,96.2232144195,136.9381478354,117.4768545777,155.1558819998,128.4093889332,103.9018093647,118.3708150273,127.0459350647,117.2275832683,145.6485319345,112.9983292869,123.5046283931,110.4744652995,133.9912873356,176.6988987456,145.612491568
6.694E-07,136.4092438287,151.3760447701,120.6454523375,149.6713645301,129.9940235233,130.0747337923,126.950140701,122.9831975265,117.5106924448,110.675788639,155.3756925557,130.7363632868,120.9707774034,138.6229638923,101.5598685694,142.0722067944,123.2280348965,157.4094330901,140.1086955089,93.9898295652,124.5564042883,134.15800742,114.6603852162,136.5473819923,97.196853929,122.9768211674,103.3307919621,131.5755075656,165.3292064677,155.4488494436
6.695E-07,131.5150548805,158.9665585655,131.0790602796,134.5398290028,132.3787266034,115.6944519568,136.7313525743,127.1674707825,98.1936955751,106.2710809281,156.0773027368,132.5448868449,111.3650370391,131.5848499312,98.1347405569,133.3590072458,126.4212652963,152.8454649809,132.0236069272,115.2871466438,124.5901195543,117.8263836599,124.047647764,152.866764287,108.8560919974,115.8168992377,106.0556141453,130.8624282572,174.2488858488,136.21092709
6.696E-07,133.5469445977,152.1832226276,119.3668437938,133.8755450888,127.7069542726,111.5485380543,136.0214350468,123.8756280111,108.7149816568,97.967253563,158.602285581,141.9476634905,131.5330380689,133.9331426495,104.7133963189,123.7333804425,125.3456485726,157.5294846027,137.3074876493,106.7238289951,114.7448249451,127.5066422797,124.0908595073,148.0910594111,100.3007591657,111.0901381194,100.2225576029,133.3009733254,173.6177679506,157.3312576942
6.697E-07,136.4175329349,147.7443419578,121.8894007326,130.46781184,131.3348059276,113.2573171007,128.5672268326,117.7795655569,116.5436502269,100.2747821301,160.27107662,141.1382896877,123.0230273619,134.0354721079,104.1676016324,136.9394857954,111.70823373,157.3658575575,131.1513617276,108.9159304384,112.7711172894,132.1109065745,122.517422514,150.5379470505,105.0782027332,112.1017167129,97.8005095112,125.8517241477,172.9041495136,153.060669823
6.698E-07,120.0078218874,151.9420283031,125.871910541,140.5388970757,142.743407306,116.3803547294,125.3063659617,130.3568983414,117.0177743472,101.5400140939,155.6918554762,142.9252117868,122.1707596456,139.1623298387,110.5174459324,135.0029884292,113.9136512025,159.0639964386,142.9274915527,103.7629660109,118.7796604971,116.881477709,122.7244485366,141.7875126334,104.8188357164,107.7748069788,111.0669010203,133.0993865246,178.3242170401,156.3168435166
